first Name,last Name,age,english,overseas_employment,australia_employment,qualifications,australia_study,specialist_qualification,credentialled,study_regional,partner,professional_year,visa
Alyda,Palocz,2,2,2,4,0,0,1,0,0,3,0,0
Kelly,Mayeda,1,1,2,3,1,1,1,0,1,0,0,2
Marnia,Junie,0,3,1,0,1,0,0,1,1,3,1,1
Karly,Tillford,1,3,1,4,4,0,0,1,0,3,1,2
Lenna,Sophronia,0,2,2,0,0,1,1,1,0,0,1,1
Bernie,Edison,2,0,2,0,0,0,1,1,0,1,1,2
Brandise,Durware,3,1,1,3,2,1,1,1,0,2,0,0
Elena,Charity,1,2,1,1,2,1,0,0,1,1,0,0
Meriel,Wittie,2,3,0,1,3,0,0,1,0,2,1,1
Olwen,Schalles,4,1,3,2,1,1,0,1,1,2,1,2
Winifred,Jarib,4,0,1,0,2,1,0,1,0,0,0,3
Elvira,Gladstone,4,2,2,1,3,0,0,0,0,0,0,2
Briney,Paton,4,0,1,1,1,0,1,0,1,0,1,1
Nataline,Linskey,0,0,3,4,2,0,1,1,0,1,0,1
Marcelline,Schroth,1,3,3,1,2,1,1,1,1,3,0,1
Shaine,Ulphia,2,0,3,3,0,1,1,1,1,3,1,2
Lorie,Nadia,4,2,1,2,3,0,1,1,0,1,0,2
Cherrita,Brackely,1,1,2,3,4,0,1,0,1,0,0,3
Teriann,Kelula,2,3,3,3,2,1,0,0,1,0,0,0
Fernande,Markman,3,0,3,3,3,1,1,1,1,2,1,2
Arabel,Ellerey,4,0,3,0,2,0,1,1,0,1,0,3
Abbie,Merell,4,3,1,2,1,0,0,1,1,1,0,0
Alisha,Vale,0,0,1,0,3,0,1,1,0,1,0,1
Cam,Chaing,1,0,3,1,1,0,1,1,0,3,0,0
Aigneis,Clara,0,0,1,4,3,1,1,0,1,2,0,0
Rhea,Annice,2,1,3,3,1,1,1,1,0,2,1,3
Hermione,Nester,4,0,2,0,2,1,1,0,0,2,1,0
Iseabal,Gusella,2,1,1,0,1,1,1,1,0,3,1,1
Chickie,Croix,4,2,3,1,4,1,0,0,0,1,0,1
Julieta,Pond,0,3,2,2,2,1,1,1,0,0,1,1
Cacilie,Sparhawk,4,1,3,0,4,0,0,1,1,1,0,3
Morganica,Vivle,0,1,2,2,3,0,0,0,1,0,0,1
Ardeen,Rebecka,1,3,1,3,4,0,1,1,0,2,1,2
Basia,Janene,0,2,0,2,0,1,1,1,1,1,1,3
Brianna,Alejoa,3,0,0,2,1,0,0,0,1,2,1,1
Harrietta,Hanleigh,0,2,3,1,3,0,1,1,0,3,1,3
Cathyleen,Daegal,1,2,2,1,1,0,0,1,0,2,1,2
Perry,Rurik,3,3,2,1,1,0,1,0,0,0,1,3
Lilith,Himelman,4,0,3,0,1,1,0,0,1,0,1,3
Dulcinea,Secrest,0,0,0,0,0,0,0,0,1,0,1,1
Jessamyn,Linskey,0,3,1,1,4,0,1,0,1,0,0,3
Bettine,Holbrook,3,3,0,2,3,0,1,0,0,1,0,0
Sybille,Smitt,4,1,0,3,3,1,0,1,1,2,1,1
Cam,Ferino,4,2,0,3,4,1,0,1,1,3,0,2
Larine,Karl,4,3,3,2,0,0,0,0,0,3,1,0
Libbie,Euridice,3,1,3,3,4,0,1,1,1,3,0,0
Genovera,Burnside,2,3,3,3,1,0,0,1,1,0,0,2
Cassondra,Cherianne,2,1,3,3,0,0,0,0,0,3,0,0
Cathie,Joli,1,0,3,0,4,1,0,1,0,1,1,0
Darci,Ingra,4,0,1,1,2,0,1,1,1,1,1,0
Nataline,Greyson,1,1,3,0,3,0,1,0,1,2,1,0
Allyce,Pillsbury,4,1,0,4,1,0,0,0,1,3,0,2
Dawn,Munn,0,1,2,2,1,0,1,1,0,3,0,1
Vevay,Klemperer,1,1,3,3,3,0,1,1,0,0,1,3
Ninnetta,Fabiola,2,3,0,1,4,1,0,0,1,0,1,1
Emylee,Delila,1,3,3,2,1,1,0,1,1,1,0,1
Janenna,Kermit,3,3,3,1,4,1,0,0,1,3,0,2
Margarette,Goth,2,2,1,1,3,1,1,1,1,0,1,0
Drucie,Lipson,0,3,3,2,4,0,1,1,1,0,1,2
Alyssa,Yusuk,1,2,1,1,2,0,0,0,1,2,1,1
Anallese,Orpah,3,2,3,3,2,1,0,1,0,1,1,0
Dominga,Guildroy,4,2,2,2,1,1,1,0,0,0,0,3
Pierette,Candy,1,1,3,2,1,0,0,0,0,2,1,0
Adelle,Naashom,3,0,1,1,3,1,0,1,0,1,1,2
Sharai,Othilia,1,3,3,3,3,0,1,0,0,1,0,1
Renae,Lucienne,2,2,3,1,4,0,1,0,0,2,0,0
Etta,Knowling,3,0,1,1,2,0,1,0,0,3,0,2
Marline,Jagir,3,2,1,1,3,1,0,1,1,0,1,3
Lusa,Gert,0,2,2,1,0,1,1,0,0,3,1,1
Heida,Wallis,1,2,2,4,1,0,1,0,0,1,1,3
Talya,Wolfgram,1,2,2,1,0,0,0,0,0,3,0,2
Quintina,Rurik,2,0,3,2,2,0,0,1,0,1,0,3
Jobi,Truc,3,2,1,2,0,1,0,0,1,3,1,3
Marinna,Macey,0,3,3,3,4,0,0,0,1,2,0,2
Halette,Malina,3,1,3,2,3,0,0,1,0,0,0,1
Hildegaard,Maxi,1,2,3,0,0,1,1,1,1,3,1,0
Amelia,Dyche,1,3,0,4,1,1,0,1,0,3,0,3
Katuscha,Goldina,1,0,0,0,3,0,1,1,0,0,0,2
Aeriela,Durware,1,2,3,2,0,1,1,1,0,3,1,1
Kerrin,Francene,4,2,3,4,2,1,0,1,1,0,1,2
Briney,Clara,4,2,0,1,4,1,1,0,1,3,1,0
Tabbatha,Truc,2,0,3,4,2,0,0,0,0,3,0,3
Estell,Cullin,0,2,1,3,1,0,1,1,1,3,1,0
Christian,Llovera,1,0,1,2,2,0,1,0,0,2,0,3
Pierette,Leifeste,4,3,1,4,4,0,1,1,0,2,0,1
Nickie,Pyle,1,2,2,3,0,0,1,1,1,2,0,2
Kristan,Bivins,0,2,2,4,2,1,1,0,0,3,0,3
Philis,Firmin,3,3,0,2,3,0,0,0,0,3,0,2
Shirlee,Riva,2,3,2,0,1,1,1,0,1,2,0,0
Peri,Berard,1,0,3,1,1,1,0,1,1,3,0,2
Shaine,Lacombe,0,1,1,0,0,0,0,0,0,0,1,1
Betta,Leifeste,1,1,1,2,0,0,1,1,1,1,1,1
Catrina,Alabaster,3,2,3,4,3,0,1,0,1,0,0,1
Marita,Lattie,2,3,0,3,4,1,1,0,0,3,0,1
Leontine,Bohlin,0,0,0,1,4,1,1,1,1,1,0,1
Susan,Hutchison,4,1,0,2,3,1,1,1,0,3,1,1
Flo,Joeann,1,3,2,3,2,0,1,1,1,3,1,0
Shannah,Gibbeon,4,0,0,4,3,1,0,1,0,3,0,1
Nicoli,Malina,3,2,0,1,2,0,1,1,0,0,1,3
Gretal,Gemini,2,2,2,2,3,1,1,1,1,1,1,2
Danny,Millda,1,0,3,2,1,1,1,0,0,3,1,1
Isa,Sikorski,0,2,0,4,3,1,0,1,0,2,0,0
Brianna,Mike,4,3,3,4,3,1,1,1,1,1,0,1
Caryl,Mozelle,0,0,0,2,3,0,1,1,0,2,0,3
Oralee,Angelis,4,3,1,0,2,0,1,1,0,2,1,0
Hannis,Colbert,1,2,2,2,4,1,1,0,1,1,1,2
Codie,Maiah,2,2,2,2,3,0,1,1,1,0,0,0
Adore,Vanni,2,0,1,1,3,1,1,1,1,3,1,1
Debee,Iiette,2,2,0,2,0,0,0,0,1,3,1,1
Genevra,Swanhildas,2,1,1,1,0,1,0,0,1,2,1,0
Maye,Annabella,3,2,2,4,3,1,1,1,0,3,0,1
Hettie,Presber,2,2,1,0,2,0,0,1,1,3,1,3
Tobe,Turne,0,0,1,2,0,0,1,0,1,2,0,3
Kathy,Phyllis,0,2,0,4,0,0,1,1,0,2,1,0
Claresta,Brady,3,2,1,0,3,0,0,0,0,2,0,1
Roberta,Pettiford,3,0,3,3,2,0,1,1,1,1,1,1
Mireielle,Gladstone,2,3,3,0,0,0,0,0,1,1,1,0
Rochette,Amasa,3,1,3,2,1,0,0,0,1,0,1,1
Cissiee,Bouchard,4,3,1,1,4,0,1,1,0,0,1,2
Oralee,Jaylene,3,3,3,4,1,1,1,0,1,3,0,1
Gilligan,Lunsford,4,1,3,1,4,1,1,0,1,0,0,3
Vere,Boehike,0,3,1,0,2,1,1,0,0,3,0,3
Marline,Shaddock,4,2,0,4,1,0,1,1,0,1,0,0
Arabel,Junie,1,2,0,3,3,1,1,0,0,1,0,1
Joane,Ruvolo,1,3,0,3,1,0,1,1,1,3,0,3
Kristan,Chobot,1,2,3,2,1,0,0,1,0,1,0,1
Binny,Tamsky,0,1,1,3,1,0,0,1,1,1,1,0
Rubie,Hailee,3,2,0,4,2,0,1,0,1,2,0,3
Nita,Madox,2,0,1,3,3,0,0,1,1,0,0,1
Jennica,Anis,1,0,2,4,4,1,0,0,1,3,0,2
Sonni,Ralfston,1,0,0,2,3,0,0,0,0,3,1,3
Theodora,Cavan,2,0,0,0,1,0,0,1,1,1,1,2
Nollie,Latini,4,1,1,1,2,0,0,0,1,3,1,3
Taffy,Kazimir,4,3,3,2,0,0,0,1,1,1,0,2
Hope,Tamar,1,3,0,3,0,1,0,1,0,3,1,0
Glenda,Juan,0,0,1,1,4,1,0,0,0,3,0,1
Agnese,Minetta,4,1,2,2,4,1,1,1,0,3,0,0
Pierette,Lorain,3,3,2,2,3,0,0,1,0,2,0,1
Cyndie,Muriel,2,2,1,2,4,1,1,1,0,0,1,0
Sara-Ann,Aaberg,4,2,0,1,4,1,1,1,0,3,0,3
Sallie,Levey,3,0,1,1,3,1,0,0,1,3,1,2
Jobi,Imelida,3,1,0,2,2,1,0,0,1,1,1,0
Meghann,Laurianne,1,1,1,2,2,0,1,1,1,2,1,3
Sue,Fiann,0,3,1,0,4,0,1,1,1,2,0,3
Angelique,Ackerley,1,0,3,0,2,1,0,0,1,0,1,2
Sindee,Andrel,4,1,2,3,4,0,1,1,0,0,1,2
Di,Bibi,4,0,3,4,3,1,0,0,1,3,1,0
Robinia,Pip,0,2,1,2,0,0,1,0,1,3,1,2
Rori,Madox,2,2,2,1,4,1,0,1,1,3,1,2
Susan,Kunin,1,0,2,1,2,0,0,1,0,2,0,2
Marguerite,Taam,3,2,0,1,0,0,0,0,1,3,1,3
Emma,Uund,4,2,3,4,1,0,0,0,0,2,1,1
Clo,Si,3,0,1,1,2,0,1,1,1,0,0,1
Nicoli,Goth,2,1,0,3,3,1,0,0,0,2,1,3
Nariko,Rheingold,4,2,1,4,3,1,0,1,1,2,0,0
Madalyn,Gombach,3,2,2,1,1,0,1,1,1,1,1,1
Kial,Gilbertson,1,1,0,3,2,0,0,0,1,0,1,3
Blake,Mendez,3,2,3,0,2,0,0,0,0,3,1,0
Gilligan,Buckler,2,2,3,1,4,0,1,1,0,1,1,3
Myriam,Ehrman,1,2,1,2,4,0,1,0,1,1,0,0
Gabriellia,Devlen,1,2,2,2,0,0,1,1,0,3,1,3
Catrina,Chinua,4,2,2,4,0,0,0,0,0,0,1,3
Glenda,Cynar,2,2,1,2,0,0,1,1,0,2,0,2
Etta,Cohdwell,2,0,0,2,4,0,0,0,1,3,1,1
Kirstin,Armanda,1,1,1,3,2,1,0,1,0,1,1,2
Lucy,Lutero,0,2,1,1,2,1,1,0,1,3,0,3
Barbi,Read,2,3,0,0,0,1,0,1,0,0,1,3
Marnia,Moseley,4,3,1,2,0,1,1,0,0,3,1,3
Dania,Lenny,0,0,0,1,1,0,1,1,0,0,1,3
Deedee,Cyrie,3,3,2,2,2,0,0,0,0,3,1,2
Jemie,Lia,3,1,1,3,1,0,0,0,0,3,1,0
Johna,Lail,0,1,2,1,2,0,0,0,1,3,0,1
Danika,Berne,0,2,3,4,4,1,0,1,1,2,0,3
Florie,Adamsen,1,3,1,0,0,1,1,0,1,2,0,2
Eadie,Fitzsimmons,2,1,0,3,2,1,0,0,1,2,1,0
Elena,Terencio,0,3,0,0,1,1,1,0,1,2,0,0
Tomasina,Berl,4,1,0,3,3,1,1,1,1,0,0,0
Sue,Leonard,1,1,2,4,3,1,1,0,1,1,1,0
Krystle,Jefferey,3,1,0,0,3,0,1,1,0,0,1,3
Marsiella,Daveta,0,2,1,3,3,0,1,1,1,0,1,3
Antonietta,Douglass,0,1,0,2,2,1,0,0,0,3,0,3
Vonny,Jerald,4,1,3,1,1,1,0,1,1,3,1,3
Stacey,Dudley,2,0,2,2,3,1,0,0,0,1,1,0
Leia,Forrer,3,3,0,4,2,0,1,1,0,0,0,1
Kial,Millda,0,2,0,3,1,0,1,1,1,3,0,2
Gratia,Braun,0,0,0,2,2,0,0,0,1,3,1,3
Jere,Pandolfi,1,1,1,2,0,1,0,0,1,0,0,1
Fayre,Lucienne,2,3,0,3,3,1,0,0,0,1,1,1
Kara-Lynn,Gladstone,2,3,3,0,2,1,1,1,1,2,1,0
Iseabal,Sprage,4,1,1,0,1,1,0,0,1,1,0,1
Jordan,Hirsch,3,0,3,2,1,0,0,1,1,3,0,3
Annice,Flyn,4,2,2,3,3,1,0,0,0,3,0,0
Elsie,Ludewig,0,3,3,4,1,0,1,0,0,3,1,0
Josephine,Engdahl,4,0,0,2,2,0,0,1,1,1,1,0
Celisse,Tatianas,4,2,1,3,3,0,1,1,1,1,0,1
Tamqrah,Tippets,3,0,2,4,4,0,1,0,1,3,1,1
Ronna,Ackerley,4,2,3,4,0,1,1,0,1,1,0,3
Olwen,Goddard,1,0,0,2,2,0,0,0,1,2,1,0
Minda,Anton,0,0,2,3,1,0,0,1,1,3,1,3
Ninnetta,Tufts,0,0,2,4,0,1,1,0,1,3,0,1
Libbie,Mich,0,0,1,1,2,0,0,1,0,2,1,3
Josephine,Schlosser,0,3,0,1,0,0,0,1,0,0,0,3
Rori,Ellerey,0,1,1,0,0,0,1,1,0,2,0,3
Sonni,Carey,0,2,3,2,2,0,1,1,1,1,1,3
Robbi,Reneta,1,0,2,2,3,0,0,1,0,0,1,1
Kaja,Nikaniki,0,2,1,0,1,1,1,1,0,1,1,2
Coral,Bord,0,1,1,2,2,1,0,0,0,1,0,0
Valera,Radu,0,3,1,1,1,1,1,1,0,2,1,0
Trudie,Rillings,0,1,1,4,4,0,0,0,1,0,0,3
Tina,Huggins,1,3,0,3,0,0,1,0,0,3,1,2
Monika,Pernick,0,0,2,3,1,1,0,0,1,2,1,2
Marita,Rese,2,3,1,4,2,1,0,1,0,0,0,0
Gusella,Marden,3,1,0,1,3,1,0,0,0,2,1,0
Grier,Fosque,4,1,3,0,2,0,0,1,0,3,0,0
Frank,Cosenza,1,1,1,3,1,1,1,1,1,0,1,1
Marika,Ambrosia,1,0,1,1,3,1,1,1,1,2,0,3
Marnia,Anselmi,1,2,2,0,1,1,1,1,1,2,0,2
Jessamyn,Bollay,2,3,1,1,1,0,0,0,0,1,0,0
Netty,Munn,2,1,3,1,2,1,1,1,0,1,0,3
Latisha,Scammon,4,0,3,3,1,0,0,1,1,3,0,3
Shannah,Cutlerr,1,3,3,0,1,1,0,0,1,3,1,2
Rubie,Santoro,2,0,1,4,4,0,0,0,1,1,0,2
Bertine,Monk,1,0,3,3,3,1,1,0,0,3,0,2
Rosaline,Redmond,0,0,1,1,2,1,0,1,1,1,0,1
Shandie,Goerke,3,3,0,2,4,1,1,1,1,0,0,2
Oona,Beebe,1,1,1,3,0,1,0,1,1,1,1,1
Dania,Peg,1,0,3,4,0,0,0,0,1,3,1,1
Emma,Gregrory,4,1,3,1,4,0,1,0,1,3,1,3
Gabriellia,Ovid,2,0,3,1,4,1,1,1,0,3,1,1
Jacquetta,Urias,4,0,3,0,1,1,1,0,1,1,0,2
Bibby,Radu,4,2,3,4,2,1,1,1,1,0,1,1
Lila,Dituri,2,3,1,2,1,0,1,0,0,3,0,2
Shaine,Libna,0,0,2,2,0,0,1,1,0,2,0,3
Tani,Bashemeth,2,1,0,2,4,1,1,0,1,0,0,0
Rani,Vanni,2,2,2,0,4,0,0,0,0,1,0,2
Berget,Jefferey,0,0,0,4,2,1,0,0,0,0,0,1
Willetta,Soneson,4,3,2,3,1,1,0,0,0,3,0,0
Cissiee,Leary,0,3,1,4,4,1,0,0,0,3,0,3
Abbie,Hachmin,3,0,1,0,0,1,1,1,1,1,0,0
Hollie,Hailee,1,1,3,2,4,0,1,0,0,1,0,3
Cathyleen,Douglass,4,3,2,2,3,0,0,1,1,3,0,3
Maurene,Buffum,4,1,0,2,2,0,1,1,0,3,0,3
Jessy,Wilona,2,2,2,1,0,1,1,0,1,2,1,3
Beth,Himelman,4,1,2,0,2,0,1,1,0,3,0,3
Flo,Argus,1,0,1,4,2,1,0,0,0,2,1,0
Olivette,Hashim,4,3,0,1,4,0,1,0,0,3,0,0
Linzy,Egbert,3,0,3,2,3,1,0,1,1,2,0,3
Nita,Papageno,0,3,2,2,3,0,1,0,0,2,0,0
Kathi,Amand,4,0,2,2,0,1,0,0,1,3,0,1
Tami,Kenney,4,3,1,2,0,0,0,0,0,0,0,3
Lita,Hewitt,1,2,1,2,2,1,0,1,1,3,1,3
Lenna,Whiffen,4,0,3,3,1,1,1,1,1,0,1,3
Fred,Etom,0,2,0,0,3,0,1,0,1,3,1,1
Lynde,Even,1,2,0,4,3,1,0,1,1,3,1,2
Averyl,Fulmer,1,3,2,3,0,0,0,0,0,1,1,2
Jean,Wesle,0,0,0,0,2,0,0,0,0,2,1,2
Mariann,Dalli,4,0,1,4,0,0,0,0,1,1,0,2
Melina,Thilda,1,0,0,4,4,1,1,1,1,2,1,3
Hannis,Wattenberg,0,1,0,3,1,1,0,0,0,0,0,3
Cassondra,Ardra,1,3,3,0,3,1,1,0,1,3,1,2
Hannis,Phaidra,0,2,0,2,1,1,1,1,0,3,0,3
Korrie,Sundin,1,1,2,1,0,0,1,1,0,1,0,2
Peri,Ethban,1,2,3,1,0,1,1,0,0,0,0,0
Livvyy,Wenoa,3,1,2,3,1,1,0,1,0,2,0,1
Halette,Lalitta,4,0,1,0,4,1,0,0,0,2,0,0
Brianna,Jorgan,2,0,3,0,4,1,0,1,0,3,1,0
Nicoli,Slifka,1,0,3,0,2,0,0,1,0,3,1,3
Celene,Kussell,1,0,3,3,4,0,0,1,0,0,0,0
Suzette,Levey,1,2,0,2,2,0,1,0,0,1,1,3
Clary,Lia,4,2,0,4,4,1,1,1,0,3,1,1
Cyb,Franza,4,0,3,1,1,0,1,0,1,1,1,2
Renae,Latini,2,3,0,2,1,1,0,1,1,2,0,2
Chickie,Rozanna,2,1,2,4,1,1,0,0,1,1,1,0
Ada,Reidar,3,1,2,4,0,0,1,1,0,0,1,2
Randa,Taam,4,0,1,1,0,0,1,0,1,1,0,1
Tamqrah,Viddah,0,1,2,1,4,0,0,1,0,3,1,0
Aubrie,Vharat,0,1,0,4,1,0,0,1,1,1,1,1
Renae,Mozelle,2,2,3,0,1,1,0,0,0,1,0,2
Mignon,Monk,2,3,2,3,3,1,0,0,0,0,0,0
Sharlene,Jary,4,3,3,2,1,0,1,1,0,1,0,1
Beverley,Morehouse,3,2,0,2,2,0,1,1,0,3,1,1
Ulrike,Borrell,0,3,3,0,2,1,1,0,0,2,0,0
Nerta,Melan,1,2,3,3,0,1,0,1,1,1,0,1
Margalo,Weide,2,2,2,0,0,1,1,1,0,3,0,1
Paola,Flyn,2,3,1,1,2,1,0,0,1,0,1,3
Pollyanna,Dorine,2,2,3,3,1,1,1,1,1,1,1,0
Arabel,Demitria,3,2,0,3,4,0,0,1,0,0,0,0
Glenda,Sharl,0,3,0,1,0,1,1,1,1,0,1,0
Goldie,Pascia,4,2,1,4,0,1,1,0,0,2,1,2
Tybie,Borrell,0,2,1,3,1,1,1,1,0,2,0,3
Norine,Danby,4,2,1,4,4,1,1,1,1,1,0,1
Rayna,Gwenore,3,3,2,3,3,1,1,1,1,3,1,2
Tobe,Colp,4,2,1,3,4,0,0,1,0,2,0,2
Lizzie,Fink,2,0,1,2,1,0,1,0,0,3,0,0
Evita,Bouchard,1,2,0,0,4,1,1,1,1,3,1,2
Wanda,Hathaway,1,0,3,1,4,1,0,0,0,0,0,2
Cindelyn,Elsinore,0,1,2,4,3,0,1,0,1,2,1,2
Rayna,Goerke,4,1,3,1,2,1,0,1,0,0,0,2
Lizzie,Cyrie,3,2,2,2,2,0,1,0,1,3,0,1
Roxane,Malvino,2,2,2,0,4,1,0,0,0,0,1,1
Hayley,Hessler,3,0,0,0,1,1,1,1,1,2,0,2
Roseline,Anderea,4,0,3,1,1,0,1,1,1,0,0,0
Julieta,Wittie,2,2,2,1,2,0,0,0,1,3,0,0
Emma,Norrie,2,2,1,3,1,0,0,0,1,2,0,2
Eve,Schonfeld,2,3,3,2,0,1,1,1,1,1,0,3
Natka,Croix,2,0,0,3,1,1,0,1,1,2,0,1
Rosabelle,Erich,3,3,2,1,1,0,1,1,0,2,0,2
Wendi,Sammons,4,2,3,0,3,1,1,0,1,0,0,0
Annora,Eckblad,3,2,1,2,1,1,0,1,0,0,0,1
Cam,Ruvolo,4,2,1,1,1,1,1,1,0,2,0,0
Ekaterina,Juliet,0,1,2,0,4,1,1,0,1,2,0,2
Perry,Billye,1,3,0,4,0,0,0,0,0,0,0,1
Corry,Callista,0,0,1,1,3,0,1,1,1,0,1,0
Elora,Celestine,0,2,0,1,1,1,0,0,0,3,0,0
Ofilia,Amasa,2,1,1,1,1,1,0,0,1,3,0,2
Collen,Darrell,3,3,3,1,2,1,0,1,0,1,1,3
Rhoda,Sheedy,0,2,1,1,4,1,1,0,0,2,1,3
Leanna,Arne,0,3,1,2,0,1,1,0,0,3,0,3
Fawne,Sekofski,3,0,3,3,3,1,1,0,0,2,0,2
Carly,Roumell,1,3,3,1,0,0,0,0,0,0,0,3
Tonia,Koehler,2,3,2,0,0,1,0,0,1,3,1,0
Konstance,Seagraves,0,3,3,0,1,1,1,1,0,2,0,3
Perry,Lowry,1,2,1,3,3,0,0,1,1,3,0,2
Cassandra,Annabella,2,1,1,4,3,1,0,1,0,0,1,1
Codie,Wallis,2,0,3,2,3,0,1,1,1,1,0,0
Mireielle,Dex,0,0,2,4,1,1,1,1,0,0,0,0
Kassey,Donoghue,4,3,2,2,4,1,1,1,0,2,1,3
Dede,Douglass,0,2,1,2,0,1,0,0,0,3,0,3
Lenna,Shaddock,0,0,1,2,2,1,0,1,1,2,1,1
Cindelyn,Nester,3,1,3,1,2,0,1,1,0,3,0,1
Penelopa,Kalinda,4,0,2,4,4,1,1,1,0,2,1,0
Dede,Gusella,0,1,3,4,1,0,0,1,0,0,0,0
Kathi,Autrey,1,0,0,3,2,0,1,1,0,3,0,3
Frank,Peg,2,2,2,1,2,1,1,1,1,0,1,0
Joleen,Old,2,3,2,1,0,1,0,1,1,1,0,2
Alie,Tayib,3,2,2,1,4,0,0,0,0,0,1,2
Katharina,Bryna,4,0,2,1,2,0,0,0,1,2,0,1
Tobe,Hoenack,4,0,0,3,2,0,0,1,1,1,1,1
Katleen,Goldina,1,2,0,1,0,1,0,1,1,2,1,1
Valera,McGrody,1,0,3,3,4,1,0,0,1,2,1,3
Chickie,Jerold,3,3,3,4,4,1,0,0,0,1,1,0
Gratia,Ferino,0,1,2,2,0,0,0,0,0,2,1,1
Aaren,Colleen,2,0,2,3,0,1,0,1,1,3,1,1
Yetty,Revkah,0,1,3,1,2,0,0,1,1,3,1,0
Elena,Barney,1,2,2,1,1,0,1,0,0,2,0,0
Robbi,Tacye,0,2,0,4,1,0,1,1,1,2,0,3
Gianina,Peg,2,2,0,0,2,0,1,1,0,0,0,0
Jere,Juan,3,3,1,3,1,1,1,0,0,1,0,2
Anestassia,Peonir,1,3,2,4,2,0,1,0,0,0,1,0
Minne,Beebe,4,3,3,2,3,0,1,1,1,1,1,1
Jacenta,Lia,4,0,3,0,1,0,0,0,1,3,1,3
Lyssa,Raychel,1,1,1,4,4,0,1,1,0,2,0,0
Chloris,Raffo,0,2,2,4,0,0,1,0,1,0,0,2
Felice,Malanie,0,3,0,1,0,0,0,1,0,2,1,0
Gabi,Kannry,4,1,1,1,2,0,1,1,1,3,0,3
Glynnis,Garek,2,1,2,1,2,0,1,1,1,0,0,2
Leona,Rese,1,3,0,1,3,0,1,1,1,2,1,3
Pierette,Fillbert,0,0,0,0,0,1,1,1,1,3,1,2
Briney,Ferino,2,3,2,4,4,0,1,0,1,2,1,3
Agathe,Gaal,0,0,1,0,3,0,1,1,1,2,0,2
Kial,Longfellow,1,0,1,4,0,1,1,0,0,3,0,2
Vita,Truc,4,0,2,1,2,0,0,1,0,1,0,2
Nelle,Peonir,1,3,0,4,2,1,0,0,1,0,1,2
Albertina,Koziara,0,2,0,3,1,0,1,1,1,1,0,2
Kylynn,Scammon,3,3,3,4,1,1,0,0,1,1,1,0
Babita,Lanita,4,1,0,0,4,0,1,0,1,1,1,1
Jan,Roumell,1,3,3,3,0,1,0,1,1,2,1,2
Gusella,Camden,3,2,2,1,3,0,0,0,1,2,1,3
Jolyn,Margret,1,0,2,4,3,0,0,1,1,0,1,3
Misha,Isacco,0,1,2,3,3,1,0,0,0,0,0,3
Sherrie,Wolfgram,0,0,1,1,1,1,1,1,1,1,1,0
Joleen,Magnolia,3,1,3,2,2,0,1,1,1,2,0,0
Vanessa,Atcliffe,3,2,1,2,3,1,1,0,1,1,0,2
Louella,Marijo,3,2,0,4,0,0,0,0,0,2,1,1
Lexine,Willie,3,2,3,0,4,0,1,1,0,2,1,2
Annabela,Rona,1,3,1,3,1,1,0,1,1,1,1,3
Gretal,Voletta,0,2,3,3,0,1,0,0,0,3,1,0
Allis,Darrell,2,0,1,4,2,0,1,1,0,0,1,0
Betta,Wyn,4,0,1,0,1,1,1,1,0,0,0,2
Kimmy,Plato,3,3,2,1,4,1,1,0,1,3,1,3
Mireielle,Hurley,0,2,0,4,1,1,0,1,0,3,0,1
Paola,Sacken,4,3,2,1,0,0,0,1,1,1,1,0
Kristina,Johanna,3,2,1,4,1,1,1,0,1,0,0,0
Caryl,Skell,2,3,0,2,4,0,1,1,0,0,1,2
Emmey,Jarib,4,0,3,0,4,1,0,0,0,2,1,1
Brooks,Ferrell,2,1,2,2,2,1,0,1,1,0,1,0
Loree,Gerge,1,0,1,1,0,0,0,1,0,0,1,2
Sara-Ann,Dituri,0,2,2,1,2,0,1,0,1,3,1,0
Lily,Francene,2,1,1,4,2,1,0,0,0,1,1,2
Juliane,Pillsbury,3,1,1,0,3,1,0,0,0,2,0,3
Rosaline,Primalia,1,2,0,1,3,1,1,1,1,1,1,0
Gwyneth,Cleo,3,0,2,1,2,1,0,1,0,3,0,3
Ursulina,Ricarda,0,1,0,4,3,1,1,1,0,3,1,1
Maridel,Birdella,4,1,3,2,0,1,0,1,1,3,0,0
Thalia,Janene,0,1,1,3,0,0,1,0,0,1,1,3
Feliza,Shaddock,1,1,1,2,4,1,1,0,1,2,1,2
Petronia,Euridice,3,3,2,1,2,0,1,0,0,1,1,0
Blondelle,Dorine,4,0,0,4,1,0,1,1,1,1,1,2
Cristabel,Ellord,2,2,3,4,3,0,1,1,0,2,1,0
Alie,Loring,0,1,1,2,3,0,0,1,1,1,1,2
Corene,Katrine,2,0,3,1,2,1,1,1,1,0,1,3
Belva,Redmond,2,0,1,3,2,0,0,0,0,0,1,0
Mara,Leifeste,1,1,2,3,2,1,0,0,0,2,0,3
Doralynne,Izaak,2,3,1,4,0,0,1,0,1,0,0,2
Aimil,Martguerita,0,1,1,4,4,0,1,0,1,0,0,1
Lorenza,Bach,2,0,1,2,2,1,0,0,1,3,1,3
Corina,Henrie,2,1,3,4,1,1,1,0,1,2,1,1
Konstance,Holtz,1,3,2,1,1,0,1,0,1,3,1,0
Laure,Crudden,3,3,1,4,2,1,0,1,1,0,1,3
Patricia,Carvey,1,1,2,0,2,1,1,0,0,3,1,1
